Pressure Reading,Voltage,Time
-0.07,0.46920979022979736,2024-10-10 15:29:10.496
-0.04,0.46976256370544434,2024-10-10 15:29:10.548
-0.03,0.47007840871810913,2024-10-10 15:29:10.582
-0.11,0.4685781002044678,2024-10-10 15:29:10.611
-0.04,0.46976256370544434,2024-10-10 15:29:10.649
-0.1,0.46873602271080017,2024-10-10 15:29:10.698
-0.1,0.4688149690628052,2024-10-10 15:29:10.736
-0.04,0.46992048621177673,2024-10-10 15:29:10.781
-0.11,0.4685781002044678,2024-10-10 15:29:10.812
-0.01,0.4703942537307739,2024-10-10 15:29:10.844
-0.08,0.46905186772346497,2024-10-10 15:29:10.875
-0.09,0.46897292137145996,2024-10-10 15:29:10.921
-0.03,0.46999943256378174,2024-10-10 15:29:10.950
-0.06,0.46952566504478455,2024-10-10 15:29:10.979
-0.06,0.46944668889045715,2024-10-10 15:29:11.007
-0.02,0.47015735507011414,2024-10-10 15:29:11.049
-0.04,0.46984151005744934,2024-10-10 15:29:11.096
-0.12,0.468341201543808,2024-10-10 15:29:11.124
-0.04,0.46984151005744934,2024-10-10 15:29:11.154
-0.01,0.4703153073787689,2024-10-10 15:29:11.184
-0.01,0.4703942537307739,2024-10-10 15:29:11.244
-0.03,0.47007840871810913,2024-10-10 15:29:11.282
-0.13,0.4681832790374756,2024-10-10 15:29:11.311
-0.04,0.46992048621177673,2024-10-10 15:29:11.343
-0.05,0.46960461139678955,2024-10-10 15:29:11.371
-0.07,0.46920979022979736,2024-10-10 15:29:11.419
0.02,0.4709469974040985,2024-10-10 15:29:11.450
-0.04,0.46992048621177673,2024-10-10 15:29:11.482
-0.09,0.46897292137145996,2024-10-10 15:29:11.529
-0.04,0.46992048621177673,2024-10-10 15:29:11.555
-0.02,0.47023633122444153,2024-10-10 15:29:11.592
-0.1,0.46873602271080017,2024-10-10 15:29:11.625
-0.05,0.46968358755111694,2024-10-10 15:29:11.657
0.0,0.4706311523914337,2024-10-10 15:29:11.685
-0.11,0.4684991240501404,2024-10-10 15:29:11.728
-0.03,0.47007840871810913,2024-10-10 15:29:11.770
-0.1,0.4686570465564728,2024-10-10 15:29:11.800
-0.1,0.46873602271080017,2024-10-10 15:29:11.824
-0.03,0.47007840871810913,2024-10-10 15:29:11.872
-0.07,0.46928876638412476,2024-10-10 15:29:11.917
0.01,0.4707890748977661,2024-10-10 15:29:11.949
-0.06,0.46952566504478455,2024-10-10 15:29:11.979
-0.08,0.46905186772346497,2024-10-10 15:29:12.023
-0.06,0.46952566504478455,2024-10-10 15:29:12.053
0.0,0.4706311523914337,2024-10-10 15:29:12.090
-0.07,0.46928876638412476,2024-10-10 15:29:12.123
-0.01,0.4703942537307739,2024-10-10 15:29:12.171
-0.07,0.46928876638412476,2024-10-10 15:29:12.206
-0.09,0.46897292137145996,2024-10-10 15:29:12.238
-0.11,0.4685781002044678,2024-10-10 15:29:12.298
-0.1,0.46873602271080017,2024-10-10 15:29:12.328
-0.01,0.4703942537307739,2024-10-10 15:29:12.365
-0.12,0.468341201543808,2024-10-10 15:29:12.401
-0.08,0.46913084387779236,2024-10-10 15:29:12.430
-0.01,0.4703153073787689,2024-10-10 15:29:12.474
-0.07,0.46936774253845215,2024-10-10 15:29:12.505
-0.07,0.46936774253845215,2024-10-10 15:29:12.532
-0.05,0.46960461139678955,2024-10-10 15:29:12.560
-0.07,0.46920979022979736,2024-10-10 15:29:12.602
-0.09,0.46889394521713257,2024-10-10 15:29:12.629
-0.04,0.46992048621177673,2024-10-10 15:29:12.658
-0.1,0.46873602271080017,2024-10-10 15:29:12.707
-0.08,0.46905186772346497,2024-10-10 15:29:12.739
-0.02,0.47015735507011414,2024-10-10 15:29:12.772
-0.1,0.4688149690628052,2024-10-10 15:29:12.832
-0.02,0.47015735507011414,2024-10-10 15:29:12.865
-0.12,0.468341201543808,2024-10-10 15:29:12.895
-0.11,0.4684991240501404,2024-10-10 15:29:12.919
-0.06,0.46944668889045715,2024-10-10 15:29:12.965
-0.02,0.47015735507011414,2024-10-10 15:29:12.983
-0.07,0.46936774253845215,2024-10-10 15:29:13.016
-0.04,0.46992048621177673,2024-10-10 15:29:13.062
-0.08,0.46913084387779236,2024-10-10 15:29:13.100
-0.08,0.46913084387779236,2024-10-10 15:29:13.132
-0.01,0.4703153073787689,2024-10-10 15:29:13.180
-0.1,0.4688149690628052,2024-10-10 15:29:13.218
-0.06,0.46944668889045715,2024-10-10 15:29:13.249
-0.01,0.4703942537307739,2024-10-10 15:29:13.277
-0.11,0.4685781002044678,2024-10-10 15:29:13.325
-0.01,0.4704732298851013,2024-10-10 15:29:13.358
-0.09,0.46897292137145996,2024-10-10 15:29:13.403
-0.07,0.46928876638412476,2024-10-10 15:29:13.436
-0.06,0.46952566504478455,2024-10-10 15:29:13.486
-0.07,0.46928876638412476,2024-10-10 15:29:13.518
-0.01,0.4704732298851013,2024-10-10 15:29:13.549
-0.04,0.46992048621177673,2024-10-10 15:29:13.577
-0.07,0.46928876638412476,2024-10-10 15:29:13.621
-0.04,0.46984151005744934,2024-10-10 15:29:13.651
0.01,0.4707890748977661,2024-10-10 15:29:13.679
-0.09,0.46889394521713257,2024-10-10 15:29:13.726
-0.04,0.46976256370544434,2024-10-10 15:29:13.750
-0.04,0.46976256370544434,2024-10-10 15:29:13.795
-0.12,0.468341201543808,2024-10-10 15:29:13.826
-0.01,0.4704732298851013,2024-10-10 15:29:13.869
-0.1,0.46873602271080017,2024-10-10 15:29:13.912
-0.03,0.47007840871810913,2024-10-10 15:29:13.947
-0.07,0.46936774253845215,2024-10-10 15:29:13.977
-0.1,0.46873602271080017,2024-10-10 15:29:14.005
-0.0,0.4705521762371063,2024-10-10 15:29:14.046
-0.09,0.46889394521713257,2024-10-10 15:29:14.093
-0.08,0.46913084387779236,2024-10-10 15:29:14.125
-0.03,0.47007840871810913,2024-10-10 15:29:14.156
-0.08,0.46913084387779236,2024-10-10 15:29:14.202
-0.08,0.46905186772346497,2024-10-10 15:29:14.233
-0.05,0.46968358755111694,2024-10-10 15:29:14.263
-0.06,0.46944668889045715,2024-10-10 15:29:14.303
-0.07,0.46928876638412476,2024-10-10 15:29:14.351
-0.02,0.47015735507011414,2024-10-10 15:29:14.386
-0.1,0.4686570465564728,2024-10-10 15:29:14.428
-0.04,0.46984151005744934,2024-10-10 15:29:14.459
-0.15,0.4678674042224884,2024-10-10 15:29:14.504
-0.09,0.46889394521713257,2024-10-10 15:29:14.534
-0.03,0.46999943256378174,2024-10-10 15:29:14.574
-0.1,0.4688149690628052,2024-10-10 15:29:14.602
-0.09,0.46897292137145996,2024-10-10 15:29:14.639
-0.07,0.46920979022979736,2024-10-10 15:29:14.685
-0.04,0.46976256370544434,2024-10-10 15:29:14.714
-0.05,0.46960461139678955,2024-10-10 15:29:14.750
-0.07,0.46920979022979736,2024-10-10 15:29:14.797
-0.12,0.4684201776981354,2024-10-10 15:29:14.826
0.0,0.4706311523914337,2024-10-10 15:29:14.866
-0.14,0.4679463803768158,2024-10-10 15:29:14.902
-0.01,0.4703942537307739,2024-10-10 15:29:14.945
-0.11,0.4684991240501404,2024-10-10 15:29:14.992
-0.05,0.46968358755111694,2024-10-10 15:29:15.024
-0.04,0.46976256370544434,2024-10-10 15:29:15.070
-0.1,0.4688149690628052,2024-10-10 15:29:15.094
-0.05,0.46960461139678955,2024-10-10 15:29:15.137
-0.04,0.46984151005744934,2024-10-10 15:29:15.168
-0.08,0.46913084387779236,2024-10-10 15:29:15.200
-0.05,0.46960461139678955,2024-10-10 15:29:15.246
-0.02,0.47023633122444153,2024-10-10 15:29:15.276
-0.07,0.46928876638412476,2024-10-10 15:29:15.308
-0.01,0.4703153073787689,2024-10-10 15:29:15.364
-0.05,0.46968358755111694,2024-10-10 15:29:15.394
-0.13,0.4681832790374756,2024-10-10 15:29:15.424
-0.01,0.4704732298851013,2024-10-10 15:29:15.470
-0.1,0.46873602271080017,2024-10-10 15:29:15.522
-0.05,0.46968358755111694,2024-10-10 15:29:15.557
-0.02,0.47023633122444153,2024-10-10 15:29:15.575
-0.07,0.46920979022979736,2024-10-10 15:29:15.619
-0.04,0.46984151005744934,2024-10-10 15:29:15.677
-0.08,0.46913084387779236,2024-10-10 15:29:15.710
-0.05,0.46968358755111694,2024-10-10 15:29:15.746
-0.01,0.4703153073787689,2024-10-10 15:29:15.779
-0.08,0.46905186772346497,2024-10-10 15:29:15.815
-0.02,0.47015735507011414,2024-10-10 15:29:15.852
-0.05,0.46968358755111694,2024-10-10 15:29:15.888
-0.08,0.46905186772346497,2024-10-10 15:29:15.932
0.02,0.4709469974040985,2024-10-10 15:29:15.968
-0.14,0.4679463803768158,2024-10-10 15:29:16.017
0.03,0.4710259735584259,2024-10-10 15:29:16.050
-0.06,0.46952566504478455,2024-10-10 15:29:16.085
