time,Tank Pressure Transducer,Tank Temperature,Capacitive Fill
2025-01-15 23:39:39.004,0.0,0.0,0.0
2025-01-15 23:39:39.210,-31.25,112.75,-1.0
2025-01-15 23:39:39.412,-31.25,112.75,-1.0
2025-01-15 23:39:39.617,-31.25,112.75,-1.0
2025-01-15 23:39:39.821,-31.25,112.75,-1.0
2025-01-15 23:39:40.026,-31.25,112.75,-1.0
2025-01-15 23:39:40.228,-31.25,112.75,-1.0
2025-01-15 23:39:40.433,-31.25,112.75,-1.0
2025-01-15 23:39:40.639,-31.25,112.75,-1.0
2025-01-15 23:39:40.842,-31.25,112.75,-1.0
2025-01-15 23:39:41.045,-31.25,112.75,-1.0
2025-01-15 23:39:41.251,-31.25,112.75,-1.0
2025-01-15 23:39:41.455,-31.25,112.75,-1.0
2025-01-15 23:39:41.659,-31.25,112.75,-1.0
2025-01-15 23:39:41.863,-31.25,112.75,-1.0
2025-01-15 23:39:42.069,-31.25,112.75,-1.0
2025-01-15 23:39:42.271,-31.25,112.75,-1.0
2025-01-15 23:39:42.473,-31.25,112.75,-1.0
2025-01-15 23:39:42.678,-31.25,112.75,-1.0
2025-01-15 23:39:42.884,-31.25,112.75,-1.0
2025-01-15 23:39:43.089,-31.25,112.75,-1.0
2025-01-15 23:39:43.292,-31.25,112.75,-1.0
2025-01-15 23:39:43.498,-31.25,112.75,-1.0
2025-01-15 23:39:43.703,-31.25,112.75,-1.0
2025-01-15 23:39:43.906,-31.25,112.75,-1.0
2025-01-15 23:39:44.111,-31.25,112.75,-1.0
2025-01-15 23:39:44.315,-31.25,112.75,-1.0
2025-01-15 23:39:44.520,-31.25,112.75,-1.0
2025-01-15 23:39:44.724,-31.25,112.75,-1.0
2025-01-15 23:39:44.929,-31.25,112.75,-1.0
2025-01-15 23:39:45.134,-31.25,112.75,-1.0
2025-01-15 23:39:45.340,-31.25,112.75,-1.0
2025-01-15 23:39:45.542,-31.25,112.75,-1.0
2025-01-15 23:39:45.746,-31.25,112.75,-1.0
2025-01-15 23:39:45.949,-31.25,112.75,-1.0
2025-01-15 23:39:46.150,-31.25,112.75,-1.0
2025-01-15 23:39:46.353,-31.25,112.75,-1.0
2025-01-15 23:39:46.554,-31.25,112.75,-1.0
2025-01-15 23:39:46.757,-31.25,112.75,-1.0
2025-01-15 23:39:46.962,-31.25,112.75,-1.0
2025-01-15 23:39:47.167,-31.25,112.75,-1.0
2025-01-15 23:39:47.373,-31.25,112.75,-1.0
2025-01-15 23:39:47.578,-31.25,112.75,-1.0
2025-01-15 23:39:47.784,-31.25,112.75,-1.0
2025-01-15 23:39:47.986,-31.25,112.75,-1.0
2025-01-15 23:39:48.192,-31.25,112.75,-1.0
2025-01-15 23:39:48.397,-31.25,112.75,-1.0
2025-01-15 23:39:48.603,-31.25,112.75,-1.0
2025-01-15 23:39:48.807,-31.25,112.75,-1.0
2025-01-15 23:39:49.011,-31.25,112.75,-1.0
2025-01-15 23:39:49.217,-31.25,112.75,-1.0
2025-01-15 23:39:49.422,-31.25,112.75,-1.0
2025-01-15 23:39:49.624,-31.25,112.75,-1.0
2025-01-15 23:39:49.829,-31.25,112.75,-1.0
2025-01-15 23:39:50.030,-31.25,112.75,-1.0
2025-01-15 23:39:50.235,-31.25,112.75,-1.0
2025-01-15 23:39:50.437,-31.25,112.75,-1.0
2025-01-15 23:39:50.643,-31.25,112.75,-1.0
2025-01-15 23:39:50.848,-31.25,112.75,-1.0
2025-01-15 23:39:51.053,-31.25,112.75,-1.0
2025-01-15 23:39:51.256,-31.25,112.75,-1.0
2025-01-15 23:39:51.461,-31.25,112.75,-1.0
2025-01-15 23:39:51.667,-31.25,112.75,-1.0
2025-01-15 23:39:51.872,-31.25,112.75,-1.0
2025-01-15 23:39:52.076,-31.25,112.75,-1.0
2025-01-15 23:39:52.279,-31.25,112.75,-1.0
2025-01-15 23:39:52.484,-31.25,112.75,-1.0
2025-01-15 23:39:52.687,-31.25,112.75,-1.0
2025-01-15 23:39:52.890,-31.25,112.75,-1.0
2025-01-15 23:39:53.093,-31.25,112.75,-1.0
2025-01-15 23:39:53.295,-31.25,112.75,-1.0
2025-01-15 23:39:53.501,-31.25,112.75,-1.0
2025-01-15 23:39:53.705,-31.25,112.75,-1.0
2025-01-15 23:39:53.906,-31.25,112.75,-1.0
2025-01-15 23:39:54.112,-31.25,112.75,-1.0
