time,Tank Pressure Transducer,Tank Temperature,Capacitive Fill
2025-01-15 23:24:00.984,0.0,0.0,0.0
2025-01-15 23:24:01.190,-31.25,112.75,6447.0
2025-01-15 23:24:01.396,-31.25,112.75,6447.0
2025-01-15 23:24:01.602,-31.25,112.75,6426.0
2025-01-15 23:24:01.807,-31.25,112.75,6426.0
2025-01-15 23:24:02.009,-31.25,112.75,6426.0
2025-01-15 23:24:02.214,-31.25,112.75,6449.0
2025-01-15 23:24:02.419,-31.25,112.75,6449.0
2025-01-15 23:24:02.625,-31.25,112.75,6444.0
2025-01-15 23:24:02.827,-31.25,112.75,6444.0
2025-01-15 23:24:03.033,-31.25,112.75,6472.0
2025-01-15 23:24:03.235,-31.25,112.75,6472.0
2025-01-15 23:24:03.441,-31.25,112.75,6455.0
2025-01-15 23:24:03.642,-31.25,112.75,6455.0
2025-01-15 23:24:03.847,-31.25,112.75,6446.0
2025-01-15 23:24:04.050,-31.25,112.75,6446.0
2025-01-15 23:24:04.255,-31.25,112.75,6446.0
2025-01-15 23:24:04.459,-31.25,112.75,6434.0
2025-01-15 23:24:04.664,-31.25,112.75,6434.0
2025-01-15 23:24:04.868,-31.25,112.75,6420.0
2025-01-15 23:24:05.069,-31.25,112.75,6420.0
2025-01-15 23:24:05.272,-31.25,112.75,6422.0
2025-01-15 23:24:05.474,-31.25,112.75,6422.0
2025-01-15 23:24:05.675,-31.25,112.75,6437.0
2025-01-15 23:24:05.878,-31.25,112.75,6437.0
2025-01-15 23:24:06.083,-31.25,112.75,6437.0
2025-01-15 23:24:06.286,-31.25,112.75,6438.0
2025-01-15 23:24:06.491,-31.25,112.75,6438.0
2025-01-15 23:24:06.694,-31.25,112.75,6483.0
2025-01-15 23:24:06.897,-31.25,112.75,6483.0
2025-01-15 23:24:07.102,-31.25,112.75,6545.0
2025-01-15 23:24:07.308,-31.25,112.75,6545.0
2025-01-15 23:24:07.509,-31.25,112.75,6482.0
2025-01-15 23:24:07.714,-31.25,112.75,6482.0
2025-01-15 23:24:07.919,-31.25,112.75,6482.0
2025-01-15 23:24:08.125,-31.25,112.75,6489.0
2025-01-15 23:24:08.328,-31.25,112.75,6489.0
2025-01-15 23:24:08.534,-31.25,112.75,6491.0
2025-01-15 23:24:08.734,-31.25,112.75,6491.0
2025-01-15 23:24:08.937,-31.25,112.75,6475.0
2025-01-15 23:24:09.142,-31.25,112.75,6475.0
