time,Tank Pressure Transducer,Tank Temperature,Capacitive Fill
2025-01-15 23:11:13.253,0.0,0.0,0.0
2025-01-15 23:11:13.456,-31.25,112.75,6452.0
2025-01-15 23:11:13.657,-31.25,112.75,6452.0
2025-01-15 23:11:13.859,-31.25,112.75,6427.0
2025-01-15 23:11:14.063,-31.25,112.75,6427.0
2025-01-15 23:11:14.265,-31.25,112.75,6427.0
2025-01-15 23:11:14.470,-31.25,112.75,6423.0
2025-01-15 23:11:14.676,-31.25,112.75,6423.0
2025-01-15 23:11:14.881,-31.25,112.75,6455.0
2025-01-15 23:11:15.087,-31.25,112.75,6455.0
2025-01-15 23:11:15.292,-31.25,112.75,6429.0
2025-01-15 23:11:15.494,-31.25,112.75,6429.0
2025-01-15 23:11:15.700,-31.25,112.75,6434.0
2025-01-15 23:11:15.905,-31.25,112.75,6434.0
2025-01-15 23:11:16.110,-31.25,112.75,6453.0
2025-01-15 23:11:16.313,-31.25,112.75,6453.0
2025-01-15 23:11:16.514,-31.25,112.75,6453.0
2025-01-15 23:11:16.720,-31.25,112.75,6440.0
2025-01-15 23:11:16.925,-31.25,112.75,6440.0
2025-01-15 23:11:17.130,-31.25,112.75,6421.0
2025-01-15 23:11:17.332,-31.25,112.75,6421.0
2025-01-15 23:11:17.534,-31.25,112.75,6428.0
2025-01-15 23:11:17.740,-31.25,112.75,6428.0
2025-01-15 23:11:17.944,-31.25,112.75,6418.0
2025-01-15 23:11:18.149,-31.25,112.75,6418.0
2025-01-15 23:11:18.356,-31.25,112.75,6418.0
2025-01-15 23:11:18.559,-31.25,112.75,6416.0
2025-01-15 23:11:18.760,-31.25,112.75,6416.0
2025-01-15 23:11:18.966,-31.25,112.75,6428.0
2025-01-15 23:11:19.172,-31.25,112.75,6428.0
2025-01-15 23:11:19.377,-31.25,112.75,6440.0
2025-01-15 23:11:19.582,-31.25,112.75,6440.0
2025-01-15 23:11:19.783,-31.25,112.75,6436.0
