time,Tank Pressure Transducer,Tank Temperature,Capacitive Fill
2025-01-15 23:26:32.330,0.0,0.0,0.0
2025-01-15 23:26:32.535,-31.25,112.75,6457.0
2025-01-15 23:26:32.736,-31.25,112.75,6457.0
2025-01-15 23:26:32.942,-31.25,112.75,6439.0
2025-01-15 23:26:33.146,-31.25,112.75,6439.0
2025-01-15 23:26:33.346,-31.25,112.75,6439.0
2025-01-15 23:26:33.551,-31.25,112.75,6430.0
2025-01-15 23:26:33.756,-31.25,112.75,6430.0
2025-01-15 23:26:33.962,-31.25,112.75,6434.0
2025-01-15 23:26:34.167,-31.25,112.75,6434.0
2025-01-15 23:26:34.372,-31.25,112.75,6445.0
2025-01-15 23:26:34.578,-31.25,112.75,6445.0
2025-01-15 23:26:34.780,-31.25,112.75,6444.0
2025-01-15 23:26:34.981,-31.25,112.75,6444.0
2025-01-15 23:26:35.186,-31.25,112.75,6434.0
2025-01-15 23:26:35.392,-31.25,112.75,6434.0
2025-01-15 23:26:35.597,-31.25,112.75,6434.0
2025-01-15 23:26:35.800,-31.25,112.75,6437.0
2025-01-15 23:26:36.004,-31.25,112.75,6437.0
2025-01-15 23:26:36.209,-31.25,112.75,6432.0
2025-01-15 23:26:36.415,-31.25,112.75,6432.0
2025-01-15 23:26:36.617,-31.25,112.75,6429.0
2025-01-15 23:26:36.823,-31.25,112.75,6429.0
2025-01-15 23:26:37.028,-31.25,112.75,6441.0
2025-01-15 23:26:37.234,-31.25,112.75,6441.0
2025-01-15 23:26:37.438,-31.25,112.75,6459.0
