time,Tank Pressure Transducer,Tank Temperature,Capacitive Fill
2025-01-15 23:33:58.948,0.0,0.0,0.0
2025-01-15 23:33:59.152,-31.25,112.75,6779.0
2025-01-15 23:33:59.353,-31.25,112.75,6779.0
2025-01-15 23:33:59.558,-31.25,112.75,6784.0
2025-01-15 23:33:59.761,-31.25,112.75,6784.0
2025-01-15 23:33:59.967,-31.25,112.75,6784.0
2025-01-15 23:34:00.168,-31.25,112.75,6790.0
2025-01-15 23:34:00.370,-31.25,112.75,6790.0
2025-01-15 23:34:00.575,-31.25,112.75,6787.0
2025-01-15 23:34:00.778,-31.25,112.75,6787.0
2025-01-15 23:34:00.984,-31.25,112.75,6783.0
2025-01-15 23:34:01.189,-31.25,112.75,6783.0
2025-01-15 23:34:01.394,-31.25,112.75,6772.0
2025-01-15 23:34:01.600,-31.25,112.75,6772.0
2025-01-15 23:34:01.803,-31.25,112.75,6772.0
2025-01-15 23:34:02.008,-31.25,112.75,6790.0
2025-01-15 23:34:02.210,-31.25,112.75,6790.0
2025-01-15 23:34:02.412,-31.25,112.75,6784.0
2025-01-15 23:34:02.614,-31.25,112.75,6784.0
2025-01-15 23:34:02.818,-31.25,112.75,6782.0
2025-01-15 23:34:03.023,-31.25,112.75,6782.0
2025-01-15 23:34:03.228,-31.25,112.75,6789.0
2025-01-15 23:34:03.434,-31.25,112.75,6789.0
2025-01-15 23:34:03.634,-31.25,112.75,6789.0
2025-01-15 23:34:03.840,-31.25,112.75,6777.0
2025-01-15 23:34:04.045,-31.25,112.75,6777.0
2025-01-15 23:34:04.250,-31.25,112.75,6785.0
2025-01-15 23:34:04.454,-31.25,112.75,6785.0
2025-01-15 23:34:04.658,-31.25,112.75,6795.0
2025-01-15 23:34:04.861,-31.25,112.75,6795.0
2025-01-15 23:34:05.063,-31.25,112.75,6785.0
2025-01-15 23:34:05.266,-31.25,112.75,6785.0
2025-01-15 23:34:05.470,-31.25,112.75,6785.0
2025-01-15 23:34:05.676,-31.25,112.75,6788.0
2025-01-15 23:34:05.880,-31.25,112.75,6788.0
2025-01-15 23:34:06.085,-31.25,112.75,6783.0
2025-01-15 23:34:06.288,-31.25,112.75,6783.0
2025-01-15 23:34:06.493,-31.25,112.75,6779.0
2025-01-15 23:34:06.697,-31.25,112.75,6779.0
2025-01-15 23:34:06.903,-31.25,112.75,6778.0
2025-01-15 23:34:07.104,-31.25,112.75,6778.0
2025-01-15 23:34:07.308,-31.25,112.75,6794.0
2025-01-15 23:34:07.511,-31.25,112.75,6794.0
2025-01-15 23:34:07.712,-31.25,112.75,6794.0
2025-01-15 23:34:07.914,-31.25,112.75,6787.0
2025-01-15 23:34:08.120,-31.25,112.75,6787.0
2025-01-15 23:34:08.325,-31.25,112.75,6776.0
