time,Tank Pressure Transducer,Tank Temperature,Capacitive Fill
2025-01-15 23:33:15.729,0.0,0.0,0.0
2025-01-15 23:33:15.932,-31.25,112.75,6784.0
2025-01-15 23:33:16.135,-31.25,112.75,6784.0
2025-01-15 23:33:16.337,-31.25,112.75,6785.0
2025-01-15 23:33:16.538,-31.25,112.75,6785.0
2025-01-15 23:33:16.740,-31.25,112.75,6785.0
2025-01-15 23:33:16.945,-31.25,112.75,6799.0
2025-01-15 23:33:17.146,-31.25,112.75,6799.0
2025-01-15 23:33:17.347,-31.25,112.75,6786.0
2025-01-15 23:33:17.550,-31.25,112.75,6786.0
2025-01-15 23:33:17.752,-31.25,112.75,6766.0
2025-01-15 23:33:17.954,-31.25,112.75,6766.0
2025-01-15 23:33:18.154,-31.25,112.75,6781.0
2025-01-15 23:33:18.357,-31.25,112.75,6781.0
2025-01-15 23:33:18.562,-31.25,112.75,6781.0
2025-01-15 23:33:18.767,-31.25,112.75,6783.0
2025-01-15 23:33:18.973,-31.25,112.75,6783.0
2025-01-15 23:33:19.178,-31.25,112.75,6769.0
2025-01-15 23:33:19.384,-31.25,112.75,6769.0
2025-01-15 23:33:19.590,-31.25,112.75,6774.0
