time,Tank Pressure Transducer,Tank Temperature,Capacitive Fill
2025-01-15 23:18:05.970,0.0,0.0,0.0
2025-01-15 23:18:06.175,-31.25,112.75,6441.0
2025-01-15 23:18:06.381,-31.25,112.75,6441.0
2025-01-15 23:18:06.587,-31.25,112.75,6442.0
2025-01-15 23:18:06.792,-31.25,112.75,6442.0
2025-01-15 23:18:06.998,-31.25,112.75,6446.0
2025-01-15 23:18:07.199,-31.25,112.75,6446.0
2025-01-15 23:18:07.408,-31.25,112.75,6446.0
2025-01-15 23:18:07.632,-31.25,112.75,6462.0
2025-01-15 23:18:07.834,-31.25,112.75,6462.0
2025-01-15 23:18:08.039,-31.25,112.75,6444.0
2025-01-15 23:18:08.241,-31.25,112.75,6444.0
2025-01-15 23:18:08.443,-31.25,112.75,6445.0
2025-01-15 23:18:08.649,-31.25,112.75,6445.0
2025-01-15 23:18:08.851,-31.25,112.75,6436.0
2025-01-15 23:18:09.057,-31.25,112.75,6436.0
2025-01-15 23:18:09.262,-31.25,112.75,6442.0
2025-01-15 23:18:09.468,-31.25,112.75,6442.0
2025-01-15 23:18:09.672,-31.25,112.75,6442.0
2025-01-15 23:18:09.877,-31.25,112.75,6427.0
2025-01-15 23:18:10.083,-31.25,112.75,6427.0
2025-01-15 23:18:10.288,-31.25,112.75,6451.0
2025-01-15 23:18:10.491,-31.25,112.75,6451.0
2025-01-15 23:18:10.693,-31.25,112.75,6446.0
2025-01-15 23:18:10.899,-31.25,112.75,6446.0
2025-01-15 23:18:11.105,-31.25,112.75,6435.0
2025-01-15 23:18:11.310,-31.25,112.75,6435.0
2025-01-15 23:18:11.516,-31.25,112.75,6452.0
