time,Tank Pressure Transducer,Tank Temperature,Capacitive Fill
2025-01-15 23:44:27.358,-31.25,112.75,-1.0
2025-01-15 23:44:27.558,-31.25,112.75,-1.0
2025-01-15 23:44:27.771,-31.25,112.75,-1.0
2025-01-15 23:44:27.975,-31.25,112.75,-1.0
2025-01-15 23:44:28.175,-31.25,112.75,-1.0
2025-01-15 23:44:28.381,-31.25,112.75,-1.0
2025-01-15 23:44:28.583,-31.25,112.75,-1.0
2025-01-15 23:44:28.788,-31.25,112.75,-1.0
2025-01-15 23:44:28.994,-31.25,112.75,-1.0
2025-01-15 23:44:29.199,-31.25,112.75,-1.0
2025-01-15 23:44:29.404,-31.25,112.75,-1.0
2025-01-15 23:44:29.610,-31.25,112.75,-1.0
2025-01-15 23:44:29.813,-31.25,112.75,-1.0
2025-01-15 23:44:30.014,-31.25,112.75,-1.0
2025-01-15 23:44:30.217,-31.25,112.75,-1.0
2025-01-15 23:44:30.423,-31.25,112.75,-1.0
2025-01-15 23:44:30.627,-31.25,112.75,-1.0
2025-01-15 23:44:30.831,-31.25,112.75,-1.0
2025-01-15 23:44:31.034,-31.25,112.75,-1.0
2025-01-15 23:44:31.236,-31.25,112.75,-1.0
2025-01-15 23:44:31.442,-31.25,112.75,-1.0
2025-01-15 23:44:31.646,-31.25,112.75,-1.0
2025-01-15 23:44:31.850,-31.25,112.75,-1.0
2025-01-15 23:44:32.056,-31.25,112.75,-1.0
2025-01-15 23:44:32.258,-31.25,112.75,-1.0
2025-01-15 23:44:32.462,-31.25,112.75,-1.0
2025-01-15 23:44:32.668,-31.25,112.75,-1.0
2025-01-15 23:44:32.873,-31.25,112.75,-1.0
2025-01-15 23:44:33.078,-31.25,112.75,-1.0
2025-01-15 23:44:33.279,-31.25,112.75,-1.0
2025-01-15 23:44:33.481,-31.25,112.75,-1.0
2025-01-15 23:44:33.684,-31.25,112.75,-1.0
2025-01-15 23:44:33.890,-31.25,112.75,-1.0
2025-01-15 23:44:34.091,-31.25,112.75,-1.0
